Running with params: source_dataset=mnist, source_class=0, exposure_dataset=mnist, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=3, exposure_dataset=fashion, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=3, exposure_dataset=cifar10, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=3, exposure_dataset=cifar10, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=3, exposure_dataset=cifar100, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=3, exposure_dataset=cifar100, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=3, exposure_dataset=svhn, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=3, exposure_dataset=svhn, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=4, exposure_dataset=mnist, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=4, exposure_dataset=mnist, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=4, exposure_dataset=fashion, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=4, exposure_dataset=fashion, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=4, exposure_dataset=cifar10, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=4, exposure_dataset=cifar10, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=4, exposure_dataset=cifar100, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=4, exposure_dataset=cifar100, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=4, exposure_dataset=svhn, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=4, exposure_dataset=svhn, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=5, exposure_dataset=mnist, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=5, exposure_dataset=mnist, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=5, exposure_dataset=fashion, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=5, exposure_dataset=fashion, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=5, exposure_dataset=cifar10, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=5, exposure_dataset=cifar10, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=5, exposure_dataset=cifar100, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=5, exposure_dataset=cifar100, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=5, exposure_dataset=svhn, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=5, exposure_dataset=svhn, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=6, exposure_dataset=mnist, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=6, exposure_dataset=mnist, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=6, exposure_dataset=fashion, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=6, exposure_dataset=fashion, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=6, exposure_dataset=cifar10, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=6, exposure_dataset=cifar10, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=6, exposure_dataset=cifar100, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=6, exposure_dataset=cifar100, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=6, exposure_dataset=svhn, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=6, exposure_dataset=svhn, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=7, exposure_dataset=mnist, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=7, exposure_dataset=mnist, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=7, exposure_dataset=fashion, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=7, exposure_dataset=fashion, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=7, exposure_dataset=cifar10, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=7, exposure_dataset=cifar10, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=7, exposure_dataset=cifar100, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=7, exposure_dataset=cifar100, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=7, exposure_dataset=svhn, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=7, exposure_dataset=svhn, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=8, exposure_dataset=mnist, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=8, exposure_dataset=mnist, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=8, exposure_dataset=fashion, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=8, exposure_dataset=fashion, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=8, exposure_dataset=cifar10, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=8, exposure_dataset=cifar10, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=8, exposure_dataset=cifar100, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=8, exposure_dataset=cifar100, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=8, exposure_dataset=svhn, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=8, exposure_dataset=svhn, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=9, exposure_dataset=mnist, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=9, exposure_dataset=mnist, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=9, exposure_dataset=fashion, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=9, exposure_dataset=fashion, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=9, exposure_dataset=cifar10, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=9, exposure_dataset=cifar10, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=9, exposure_dataset=cifar100, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=9, exposure_dataset=cifar100, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=9, exposure_dataset=svhn, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=--clean, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
Running with params: source_dataset=svhn, source_class=9, exposure_dataset=svhn, test_attacks=FGSM PGD-10 PGD-100, batch_size=128, max_epochs=30, clean_flag=, train_attack_step=10, test_step=1, save_step=1, cuda_device=0, loss_threshold=0.0001, model=preactresnet18
